state,district,market
Chattisgarh,Rajnandgaon,Kheragarh APMC
Chattisgarh,Bastar,Muli APMC
Chattisgarh,Bilaspur,Kota APMC
Chattisgarh,Bilaspur,Sakri APMC
Chattisgarh,Janjgir,Baradwar APMC
Chattisgarh,Mungeli,Pathriya APMC
Chattisgarh,Mahasamund,Bhoring APMC
Chattisgarh,Bemetara,Saja APMC
Gujarat,Dahod,Limkheda APMC
Gujarat,Panchmahals,Gogamba(Similiya) APMC
Haryana,Kaithal,Kaithal APMC
Haryana,Ambala,Mullana APMC
Haryana,Ambala,Mullana(saha) APMC
Karnataka,Tumakuru,Sira APMC
Karnataka,Dharwad,Kundagol APMC
Karnataka,Dharwad,Dharwar APMC
Karnataka,Dharwad,Annigeri APMC
Karnataka,Dharwad,APMC Kundagol
Karnataka,Vijayanagara,Sandur APMC
Karnataka,Bidar,Humanabad APMC
Karnataka,Vijayapura,Indi APMC
Keralam,Kannur,Irityy Market
Keralam,Kottayam,Neezhoor VFPCK Market
Keralam,Kollam,Chengamanad  VFPCK Market
Keralam,Kollam,Thalavoor VFPCK Market
Keralam,Thiruvananthapuram,Anyara(EEC) Market
Keralam,Kottayam,Ks Mangalam VFPCK Market
Keralam,Kollam,Plappally VFPCK Market
Keralam,Kottayam,Adithyapuram  VFPCK Market
Madhya Pradesh,Neemuch,Javad APMC
Madhya Pradesh,Balaghat,Mohgaon APMC
Madhya Pradesh,Badwani,Balwadi APMC
Madhya Pradesh,Anupur,Kotma APMC
Madhya Pradesh,Chhindwara,APMC Sausar
Madhya Pradesh,Shajapur,Maksi APMC
Maharashtra,Chandrapur,APMC Rajura
Maharashtra,Ahilyanagar,Karjat(Rashin) APMC
Maharashtra,Jalna,Bhokardan(Pimpalgaon Renu) APMC
Maharashtra,Gondiya,Goregaon APMC
Maharashtra,Hingoli,"Sant Namdev Krushi Bazar, Tal Sengaon Dist Hingoli"
Meghalaya,East Khasi Hills,Sohra APMC
Odisha,Deogarh,Tileibani APMC
Odisha,Bhadrak,Chandabali APMC
Odisha,Mayurbhanja,Chuliaposi APMC
Punjab,Ludhiana,Killa Raipur (Jodhan) APMC
Punjab,Amritsar,Gehri APMC
Punjab,Ludhiana,Maloud APMC
Punjab,Faridkot,Kotkapura APMC
Rajasthan,Bikaner,Bikaner (F&V) APMC
Tamil Nadu,Namakkal,Namagiripettai APMC
Tamil Nadu,Cuddalore,Shrimushnam APMC
Tamil Nadu,Coimbatore,Pongalur APMC
Tamil Nadu,Coimbatore,Thondamuthur APMC
Tamil Nadu,Cuddalore,Cuddalore APMC
Tamil Nadu,Pudukkottai,Keeranur APMC
Tamil Nadu,Namakkal,Solakkadu APMC
Telangana,Ranga Reddy,Marapally APMC
Telangana,Jayashankar Bhupalapally,Bhupalapally APMC
Telangana,Bhupalapally,Bhupalapally APMC
Uttar Pradesh,Ghazipur,Jamanian APMC
Uttar Pradesh,Ghaziabad,Muradnagar APMC
Uttar Pradesh,Meerut,Sardhana APMC
Uttar Pradesh,Meerut,Mawana APMC
Uttar Pradesh,Saharanpur,Rampurmaniharan APMC
Andhra Pradesh,Tirupathi,Puttur APMC
Bihar,Jamui,Jamui APMC
Bihar,Supaul,Supaul APMC
Chattisgarh,Gariyaband,Gariyaband APMC
Chattisgarh,Bemetara,Sambalpur (Bemetra) APMC
Chattisgarh,Mahasamund,Pirda APMC
Chattisgarh,Kabirdham,Pipriya APMC
Chattisgarh,Kabirdham,Biranpur kalan (Sahaspur Lohra) APMC
Goa,South Goa,Margao APMC
Gujarat,Ahmedabad,Dholka APMC
Himachal Pradesh,Kangra,SMY Jassur
Karnataka,Gadag,Rona APMC
Karnataka,Chitradurga,Rampura APMC
Madhya Pradesh,Shivpuri,Rannod APMC
Maharashtra,Parbhani,Manwat APMC
Maharashtra,Washim,"Krushna Krishi Bazar, Washim"
Maharashtra,Wardha,Sindi APMC
Maharashtra,Yavatmal,"Cottoncity Agro Foods Pvt Ltd, Dist Yavatmal"
Maharashtra,Buldhana,Sangrampur(Varvatbakal) APMC
Maharashtra,Wardha,Pulgaon APMC
Maharashtra,Nanded,Mukhed(Mukkambad) APMC
Maharashtra,Jalgaon,Raver APMC
Meghalaya,South Garo Hills,Baghmara APMC
Punjab,Amritsar,Attari APMC
Rajasthan,Ganganagar,Lalgarh Jatan - Sri Ganganagar Grain APMC
Rajasthan,Jaisalmer,Mohangarh APMC
Rajasthan,Sikar,Neem Ka Thana APMC
Rajasthan,Jaisalmer,Jaisalmer APMC
Tamil Nadu,Coimbatore,Pethappampatti APMC
Tamil Nadu,Thiruchirappalli,Trichy APMC
Tamil Nadu,Dharmapuri,Dharampuri APMC
Telangana,Bhadradri Kothagudem,Nuguru Charla APMC
Uttar Pradesh,Ballia,Rasda APMC
Karnataka,Bagalkot,Jamakhandi APMC
Tamil Nadu,Erode,Chithode APMC
Uttar Pradesh,Meerut,Parikshitgarh APMC
Bihar,Kishanganj,Kishanganj APMC
Chattisgarh,Balodabazar,Sarsiwan APMC
Chattisgarh,Balodabazar,Bhatgaon APMC
Gujarat,Banaskanth,Vav APMC
Gujarat,Panchmahals,Godhra APMC
Keralam,Thiruvananthapuram,Mudakkal VFPCK Market
Maharashtra,Pune,Bhor APMC
Maharashtra,Jalna,Bhokardan APMC
Maharashtra,Hingoli,Basmat(Kurunda) APMC
Odisha,Koraput,Jeypore APMC
Odisha,Koraput,Jeypore(Kotpad) APMC
Rajasthan,Kotputli- Behror,Kotputli APMC
Telangana,Siddipet,Chinnakodur APMC
Telangana,Bhadradri Kothagudem,Yellandu APMC
Chattisgarh,Gariyaband,Chura APMC
Karnataka,Bagalkot,Bilagi APMC
Keralam,Wayanad,Thondernad  VFPCK Market
Maharashtra,Amarawati,"Shetkari Krushi Bazar, Roshankheda, Tal Varid, Dist Amravati"
Bihar,Darbhanga,Bahadurpur (Ekmi Ghat) APMC
Bihar,Kaimur/Bhabhua,Mohana APMC
Karnataka,Bidar,Aurad APMC
Madhya Pradesh,Balaghat,Khairlangi APMC
Maharashtra,Buldhana,"Maharaja Agresen Pvt Krushi Utappan Bazar Samati, Dist Buldhana"
Maharashtra,Parbhani,"Hari Har Khajagi Bazar Parisar, Gangakhed, Dist Parbhani"
Maharashtra,Yavatmal,Ghatanji APMC
Nagaland,Kiphire,Kipheri APMC
Odisha,Angul,Angaura APMC
Odisha,Jajpur,Jajpur APMC
Punjab,Pathankot,Pathankot APMC
Punjab,Jalandhar,Lohian Khas APMC
Punjab,Jalandhar,Nakodar(Sarih) APMC
Rajasthan,Alwar,Govindgarh APMC
Tamil Nadu,Namakkal,Namakkal APMC
Tamil Nadu,Perambalur,Perambalur APMC
Tamil Nadu,Ariyalur,Jayamkondam APMC
Tamil Nadu,Thirunelveli,Ambasamudram APMC
Tamil Nadu,Kancheepuram,Kanchipuram APMC
Tamil Nadu,Pudukkottai,Pudukottai APMC
Telangana,Adilabad,Kuber APMC
Chattisgarh,Bilaspur,Ratanpur APMC
Chattisgarh,Janjgir,Shivrinarayanpur APMC
Gujarat,Sabarkantha,Idar APMC
Madhya Pradesh,Balaghat,Praswada APMC
Maharashtra,Chattrapati Sambhajinagar,Sillod APMC
Maharashtra,Jalgaon,Chopada APMC
Maharashtra,Jalgaon,Yawal APMC
Maharashtra,Nagpur,Agriculture Produce Market Committee Hingna
Maharashtra,Nashik,Chandvad APMC
Meghalaya,East Jaintia Hills,Khliehriat APMC
Rajasthan,Pratapgarh,Arnod APMC
Tamil Nadu,Virudhunagar,Sathur APMC
Tamil Nadu,Cuddalore,Tittakudi APMC
Tamil Nadu,Tenkasi,Tiruvenkadam APMC
Tamil Nadu,Madurai,Melur APMC
Tamil Nadu,Thirunelveli,Tisayanvilai APMC
Tamil Nadu,Cuddalore,Virudhachalam APMC
Tamil Nadu,Pudukkottai,Alangudi APMC
Tamil Nadu,Vellore,Kaveripakkam APMC
Telangana,Mahbubnagar,Achampet APMC
Telangana,Adilabad,Echoda APMC
Telangana,Mancherial,Chennur APMC
Telangana,Rajanna Siricilla,Gambhiraopet APMC
Andhra Pradesh,Sri Sathya Sai,Tenakallu APMC
Gujarat,Gir Somnath,Una APMC
Gujarat,Anand,APMC ANAND
Gujarat,Patan,Chansama APMC
Gujarat,Surat,Bardoli(Madhi) APMC
Karnataka,Bagalkot,Badami APMC
Madhya Pradesh,Dhar,Rajgarh(F&V) APMC
Maharashtra,Jalgaon,Pachora APMC
Maharashtra,Amarawati,Dharni APMC
Maharashtra,Chandrapur,Pombhurni APMC
Nagaland,Mokokchung,Tuli APMC
Punjab,Amritsar,Amritsar(Amritsar Mewa Mandi) APMC
Rajasthan,Kota,Kota APMC
Rajasthan,Bikaner,Bajju APMC
Tamil Nadu,Erode,Sathyamangalam APMC
Tamil Nadu,Virudhunagar,Virudhunagar APMC
Bihar,Madhepura,Bihariganj APMC
Keralam,Thiruvananthapuram,Vembayam VFPCK Market
Keralam,Thiruvananthapuram,Aryanad VFPCK Market
Maharashtra,Parbhani,Purna APMC
Maharashtra,Chandrapur,Rajura APMC
Tamil Nadu,Tuticorin,Sathankulam APMC
Tamil Nadu,Thanjavur,Thanjavur APMC
Chattisgarh,Janjgir,Birra APMC
Maharashtra,Pune,Indapur(Bhigwan) APMC
Telangana,Mahbubnagar,Wanaparthy town APMC
Telangana,Adilabad,Jainath APMC
Karnataka,Davangere,Jagalur APMC
Maharashtra,Yavatmal,"Kisan Market Yard, Tal Pusad, Dist Yeotmal"
Maharashtra,Nagpur,Narkhed APMC
Maharashtra,Bhandara,Pavani APMC
Meghalaya,South West Garo Hills,Ampati APMC
Rajasthan,Jhalawar,Manohararthana APMC
Assam,Sonitpur,Biswanath Chairaili APMC
Bihar,Rohtas,Nokha APMC
Chattisgarh,Janjgir,Jaijaipur
Keralam,Pathanamthitta,Kalanjoor  VFPCK Market
Keralam,Pathanamthitta,Pramadom VFPCK Market
Maharashtra,Chandrapur,Varora APMC
Maharashtra,Hingoli,"Marathawada Shetkari Khajgi Bazar Parisar, Vasmat, Dist Hingoli"
Punjab,Mohali,Kurali APMC
Punjab,Patiala,Ghanaur APMC
Tamil Nadu,Tuticorin,Kalugumalai APMC
Tamil Nadu,Salem,Gangavalli APMC
Tamil Nadu,Salem,Vazhapadi APMC
Telangana,Mahbubnagar,Narayanpet APMC
Telangana,Adilabad,Khanapur APMC
Telangana,Nalgonda,Huzurnagar Matampally APMC
Telangana,Nalgonda,Huzurnagar Garidepally APMC
Telangana,Karimnagar,Mallial(Cheppial) APMC
Telangana,Medak,Thoguta APMC
Telangana,Medak,THOGUTA APMC
Chattisgarh,Mahasamund,Jhalap APMC
Chattisgarh,Janjgir,Naila APMC
Haryana,Sirsa,Ding APMC
Maharashtra,Solapur,Solapur APMC
Maharashtra,Nagpur,Katol APMC
Maharashtra,Nashik,Pimpalgaon APMC
Maharashtra,Yavatmal,Ralegaon APMC
Mizoram,Lungli,Lunglei Bara Bazar
Odisha,Angul,Pallahara APMC
Rajasthan,Udaipur,Udaipur (Grain) APMC
Tamil Nadu,Erode,Punjaipuliyampatti APMC
Tamil Nadu,Pudukkottai,Aranthangi APMC
Tamil Nadu,Thiruvannamalai,Vettavalam APMC
Tamil Nadu,Theni,Theni APMC
Tamil Nadu,Kancheepuram,Maduranthagam APMC
Telangana,Hanmakonda,Excise Colony RBZ APMC
West Bengal,Alipurduar,Falakata APMC
Bihar,Gaya,Gaya APMC
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit) APMC
Karnataka,Kalaburagi,Afzalpur APMC
Keralam,Thirssur,Melocr VFPCK Market
Maharashtra,Bhandara,Lakhandur APMC
Nagaland,Zunheboto,Zunheboto APMC
Tamil Nadu,Erode,Thalavadi APMC
Telangana,Mahbubnagar,Sathupally APMC
Telangana,Adilabad,Bellampally APMC
Andaman and Nicobar,North and Middle Andaman ,Diglipur APMC
Andhra Pradesh,Dr.B.R.A.Konaseema,Alamuru APMC
Chattisgarh,Jashpur,Kunkuri APMC
Gujarat,Mehsana,Vijapur(Kukarvada) APMC
Haryana,Kurukshetra,Iamailabad APMC
Maharashtra,Buldhana,Shegaon APMC
Maharashtra,Nagpur,Hingna APMC
Punjab,Muktsar,Bariwala APMC
Punjab,Mohali,Dera Bassi APMC
Tamil Nadu,Sivaganga,Manamadurai  APMC
Tamil Nadu,Erode,Boothapadi APMC
Telangana,Nalgonda,Huzumnagar(Garidepally) APMC
Telangana,Mahbubnagar,Nelakondapally APMC
Telangana,Medak,Togguta APMC
Andaman and Nicobar,North and Middle Andaman ,Mayabandar APMC
Gujarat,Surat,KUKARMUNDA APMC
Haryana,Bhiwani,Tosham APMC
Rajasthan,Ganganagar,Ridmalsar APMC
Telangana,Khammam,Dammapet APMC
Telangana,Nalgonda,Huzurnagar(Matampally) APMC
Telangana,Khammam,Burgampadu APMC
Telangana,Khammam,Madhira APMC
Telangana,Mahbubnagar,Madhira APMC
Assam,Darrang,Kharupetia APMC
Chattisgarh,Bilaspur,Beltara APMC
Keralam,Pathanamthitta,Naranganam  VFPCK Market
Maharashtra,Pune,Khed(Shel Pimpalgaon) APMC
Telangana,Warangal,"Excise Colony,RBZ APMC"
Telangana,Khammam,Bhadrachalam APMC
Chattisgarh,Mahasamund,Komakhan APMC
Rajasthan,Pali,Bali APMC
Telangana,Jagtial,Mallapur APMC
Telangana,Adilabad,Chinnoar APMC
Kerala,Malappuram,Chungathara VFPCK APMC
Kerala,Malappuram,Moothedam  VFPCK APMC
Andhra Pradesh,Chittor,Madanapalli APMC
Karnataka,Bellary,Hospet APMC
Kerala,Ernakulam,Piravam APMC
Kerala,Thiruvananthapuram,Parassala APMC
Kerala,Kollam,Anchal APMC
Kerala,Kottayam,Kuruppanthura APMC
Kerala,Kozhikode(Calicut),Mukkom APMC
Kerala,Thirssur,Thrissur APMC
Kerala,Palakad,Koduvayoor APMC
Kerala,Palakad,vadakarapathy APMC
Kerala,Kollam,Anchal VFPCK APMC
Kerala,Kollam,Valakom  VFPCK APMC
Kerala,Kozhikode(Calicut),Vellannur  VFPCK APMC
Kerala,Kozhikode(Calicut),Kakkur VFPCK APMC
Kerala,Kozhikode(Calicut),Mavoor  VFPCK APMC
Kerala,Kozhikode(Calicut),Thiruvambady VFPCK APMC
Kerala,Kozhikode(Calicut),Kodiyathur VFPCK APMC
Kerala,Wayanad,Padinjarathara  VFPCK APMC
Kerala,Wayanad,Thariyode VFPCK APMC
Kerala,Thiruvananthapuram,Kunnathukkal VFPCK APMC
Kerala,Kozhikode(Calicut),Thalakulathur VFPCK APMC
Kerala,Kannur,Thalasserry APMC
Kerala,Kozhikode(Calicut),Keezhparamba  VFPCK APMC
Kerala,Pathanamthitta,Mallappally  VFPCK APMC
Kerala,Kottayam,Bharnanganam VFPCK
Kerala,Kollam,Neduvathoor  VFPCK APMC
Kerala,Thiruvananthapuram,Parassala VFPCK APMC
Kerala,Kollam,Kulathoopuzha VFPCK APMC
Kerala,Wayanad,Muttil VFPCK APMC
Kerala,Thirssur,Kodungalloor APMC
Kerala,Kozhikode(Calicut),Kunnamangalam  VFPCK APMC
Kerala,Thirssur,Elanad  VFPCK APMC
Kerala,Thiruvananthapuram,Kattakada APMC
Kerala,Wayanad,Neervaram  VFPCK APMC
Madhya Pradesh,Jabalpur,Shahpura(Jabalpur) APMC
Madhya Pradesh,Jabalpur,Sehora APMC
Telangana,Karimnagar,Ibrahimpatnam APMC
Andhra Pradesh,East Godavari,Ambajipeta APMC
Andhra Pradesh,East Godavari,Ravulapelem APMC
Andhra Pradesh,Cuddapah,Cuddapah APMC
Andhra Pradesh,Chittor,CHITTOOR APMC
Andhra Pradesh,Visakhapatnam,Anakapally APMC
Andhra Pradesh,West Godavari,Eluru APMC
Andhra Pradesh,West Godavari,Chintalapudi APMC
Andhra Pradesh,Chittor,Puttur APMC
Andhra Pradesh,Chittor,Punganur APMC
Andhra Pradesh,Chittor,Kalikiri APMC
Assam,Kamrup,P.O. Uparhali Guwahati APMC
Gujarat,Rajkot,Jasdan(Vichhiya) APMC
Gujarat,Junagarh,Manavdar APMC
Gujarat,Ahmedabad,Dhandhuka APMC
Gujarat,Surat,Nizar(Rumkitalav) APMC
Gujarat,Surat,Nizar APMC
Gujarat,Surat,Uchhal APMC
Gujarat,Navsari,Chikhali APMC
Gujarat,Sabarkantha,APMCKHEDBRAHMA
Gujarat,Vadodara(Baroda),Vagodiya APMC
Jammu and Kashmir,Udhampur,Udhampur APMC
Jammu and Kashmir,Kathua,Kathua APMC
Jammu and Kashmir,Rajouri,Rajouri (F&V) APMC
Jammu and Kashmir,Jammu,Narwal Jammu (F&V) APMC
Jammu and Kashmir,Anantnag,Batingoo APMC
Jammu and Kashmir,Shopian,Shopian APMC
Jammu and Kashmir,Ganderbal,Ganderbal APMC
Jammu and Kashmir,Anantnag,Jablipora APMC
Karnataka,Bangalore,Bangalore APMC
Karnataka,Bangalore,"Binny Mill (F&V), Bangalore APMC"
Karnataka,Chikmagalur,Moodigere APMC
Karnataka,Karwar(Uttar Kannad),Honnavar APMC
Karnataka,Mangalore(Dakshin Kannad),Puttur APMC
Karnataka,Mangalore(Dakshin Kannad),Belthangdi APMC
Karnataka,Shimoga,Shimoga(Theertahalli) APMC
Karnataka,Shimoga,Bhadravathi APMC
Karnataka,Chikmagalur,Kadur APMC
Karnataka,Mangalore(Dakshin Kannad),Bantwala APMC
Karnataka,Karwar(Uttar Kannad),Haliyala APMC
Karnataka,Karwar(Uttar Kannad),Sirsi APMC
Karnataka,Shimoga,Shikaripura APMC
Karnataka,Bangalore,Ramanagara APMC
Karnataka,Bellary,Kottur APMC
Karnataka,Bijapur,Bijapur APMC
Karnataka,Bangalore,Doddaballa Pur APMC
Karnataka,Bangalore,Hoskote APMC
Karnataka,Kolar,Bhagepalli APMC
Karnataka,Chamrajnagar,Gundlupet APMC
Karnataka,Chikmagalur,Chikkamagalore APMC
Karnataka,Kolar,Chintamani APMC
Karnataka,Chamrajnagar,Chamaraj Nagar APMC
Karnataka,Mysore,Nanjangud APMC
Karnataka,Kolar,Gowribidanoor APMC
Karnataka,Madikeri(Kodagu),Gonikappal APMC
Karnataka,Kolar,Chickkaballapura APMC
Karnataka,Mysore,Hunsur APMC
Karnataka,Belgaum,Belgaum APMC
Karnataka,Bellary,H.B. Halli APMC
Karnataka,Belgaum,Ramdurga APMC
Karnataka,Belgaum,Sankeshwar APMC
Karnataka,Belgaum,Kudchi APMC
Karnataka,Belgaum,Nippani APMC
Karnataka,Bijapur,Sindagi(Indi) APMC
Karnataka,Belgaum,Bailahongal APMC
Karnataka,Kalburgi,Chincholi APMC
Karnataka,Belgaum,Soundati APMC
Karnataka,Bangalore,Kanakapura APMC
Karnataka,Kolar,Mulabagilu APMC
Kerala,Ernakulam,North Paravur APMC
Kerala,Thiruvananthapuram,Pappanchani VFPCK APMC
Kerala,Idukki,Munnar APMC
Kerala,Malappuram,Perinthalmanna APMC
Kerala,Thiruvananthapuram,Chala APMC
Kerala,Kannur,Irikkur APMC
Kerala,Idukki,Thodupuzha APMC
Kerala,Kasargod,Kasargod APMC
Kerala,Kannur,Kuthuparambu APMC
Kerala,Kannur,Payyannur APMC
Kerala,Kasargod,Manjeswaram APMC
Kerala,Kollam,Punalur APMC
Kerala,Malappuram,Parappanangadi APMC
Kerala,Pathanamthitta,Ranniangadi APMC
Kerala,Alappuzha,Chengannur APMC
Kerala,Alappuzha,Mannar APMC
Kerala,Kollam,Sasthamkotta APMC
Kerala,Ernakulam,Thrippunithura APMC
Kerala,Palakad,Kollengode APMC
Kerala,Ernakulam,Ernakulam APMC
Kerala,Palakad,Palakkad APMC
Kerala,Kottayam,Kaithepalam VFPCK APMC
Kerala,Ernakulam,Perumbavoor APMC
Kerala,Kozhikode(Calicut),Quilandy APMC
Kerala,Alappuzha,Kayamkulam APMC
Kerala,Alappuzha,Harippad APMC
Kerala,Thirssur,Chavakkad APMC
Kerala,Kottayam,Ettumanoor APMC
Kerala,Alappuzha,Aroor APMC
Kerala,Wayanad,Kalpetta APMC
Kerala,Ernakulam,Kothamangalam APMC
Kerala,Palakad,Vadakkenchery APMC
Kerala,Palakad,Kottayi VFPCK APMC
Kerala,Alappuzha,Cherthala APMC
Kerala,Kozhikode(Calicut),Perambra APMC
Kerala,Malappuram,Thirurrangadi APMC
Kerala,Kozhikode(Calicut),Kallachi APMC
Kerala,Kottayam,Pampady APMC
Kerala,Thirssur,Alengad  VFPCK APMC
Kerala,Pathanamthitta,Pramadom VFPCK APMC
Kerala,Pathanamthitta,Kalanjoor  VFPCK APMC
Kerala,Thirssur,Kuzhur  VFPCK APMC
Kerala,Kannur,Kolayad VFPCK APMC
Kerala,Kozhikode(Calicut),Koodaranji VFPCK APMC
Kerala,Thirssur,Puthur  VFPCK APMC
Kerala,Ernakulam,Kunnukara  VFPCK APMC
Kerala,Idukki,Kannakunnu VFPCK APMC
Kerala,Kottayam,Aymanam VFPCK APMC
Kerala,Kollam,Chathanoor APMC
Kerala,Pathanamthitta,Enadimangalam VFPCK APMC
Kerala,Kollam,Inchakkad VFPCK APMC
Kerala,Ernakulam,Edackattuvayal  VFPCK APMC
Kerala,Thirssur,Pananchery VFPCK APMC
Kerala,Kannur,Peravoor VFPCK APMC
Kerala,Kannur,Maloor VFPCK APMC
Kerala,Kottayam,Ramapuram VFPCK APMC
Kerala,Thiruvananthapuram,Mudakkal VFPCK APMC
Kerala,Malappuram,Thiruvali  VFPCK APMC
Kerala,Kottayam,Vempally  VFPCK APMC
Kerala,Kollam,Nedumpaikulam  VFPCK APMC
Kerala,Kannur,Taliparamba APMC
Kerala,Wayanad,Pulpally APMC
Kerala,Pathanamthitta,Omalloor APMC
Kerala,Ernakulam,Mookkannur  VFPCK APMC
Kerala,Thirssur,Varandarappilly  VFPCK APMC
Kerala,Thirssur,Veloorkkara VFPCK APMC
Kerala,Kottayam,Vayala  VFPCK APMC
Kerala,Ernakulam,Moovattupuzha APMC
Kerala,Kannur,Chavassery VFPCK APMC
Kerala,Alappuzha,Venmony  VFPCK APMC
Kerala,Kannur,Kelakam VFPCK APMC
Kerala,Pathanamthitta,Ranni VFPCK APMC
Kerala,Alappuzha,Thamarakkulam VFPCK APMC
Kerala,Pathanamthitta,Seethathode  VFPCK APMC
Kerala,Idukki,Melechinnar VFPCK APMC
Kerala,Ernakulam,Keerampara VFPCK APMC
Kerala,Kollam,Sasthamkotta VFPCK APMC
Kerala,Thiruvananthapuram,Vengannore  VFPCK APMC
Kerala,Thiruvananthapuram,Kallara  VFPCK APMC
Kerala,Malappuram,Angadippuram VFPCK APMC
Kerala,Malappuram,Elamkulam VFPCK APMC
Kerala,Kozhikode(Calicut),Kodenchery VFPCK APMC
Kerala,Thiruvananthapuram,Balaramapuram  VFPCK APMC
Kerala,Kollam,Kollam APMC
Kerala,Thirssur,Mala VFPCK APMC
Kerala,Kozhikode(Calicut),Mukkam  VFPCK APMC
Kerala,Malappuram,Mankada VFPCK APMC
Kerala,Thiruvananthapuram,Vellarada  VFPCK APMC
Kerala,Ernakulam,Kadungallur  VFPCK APMC
Kerala,Thirssur,Amballur  VFPCK APMC
Kerala,Kollam,Elamad  VFPCK APMC
Kerala,Kollam,Kadakkal  VFPCK APMC
Kerala,Thirssur,Kadukutty VFPCK APMC
Kerala,Kottayam,Vakathanam VFPCK APMC
Kerala,Kottayam,Kottayam APMC
Kerala,Thiruvananthapuram,Aralamoodu APMC
Kerala,Kollam,Chathannoore VFPCK APMC
Kerala,Kollam,Channapetta VFPCK APMC
Kerala,Kottayam,Parathode VFPCK APMC
Kerala,Alappuzha,Edathwa VFPCK APMC
Kerala,Kannur,Kannur APMC
Kerala,Alappuzha,Vallikunnam  VFPCK APMC
Kerala,Kottayam,Mutholy  VFPCK APMC
Kerala,Pathanamthitta,Thengamam VFPCK APMC
Kerala,Kottayam,Adithyapuram  VFPCK APMC
Kerala,Kottayam,Avarma  VFPCK APMC
Kerala,Kollam,Punalur VFPCK APMC
Kerala,Alappuzha,Pandanadu  VFPCK APMC
Kerala,Pathanamthitta,Chittar  VFPCK APMC
Kerala,Kottayam,Athirampuzha VFPCK APMC
Kerala,Pathanamthitta,Ezhamkulam APMC
Kerala,Pathanamthitta,Pallikkal  VFPCK APMC
Madhya Pradesh,Shivpuri,Khanyadhana APMC
Maharashtra,Nagpur,Parshiwani APMC
Maharashtra,Jalgaon,Pachora(Bhadgaon) APMC
NCT of Delhi,Delhi,Azadpur APMC
NCT of Delhi,Delhi,Keshopur APMC
Punjab,Moga,Moga APMC
Punjab,Mansa,Boha APMC
Punjab,Tarntaran,Khem karan APMC
Punjab,Tarntaran,Khemkaran (Amarkot) APMC
Rajasthan,Kota,Manohararthana APMC
Tamil Nadu,Erode,Punchaipuliyampatti APMC
Telangana,Vikarabad,Dharur APMC
Telangana,Karimnagar,Dharmapuri APMC
Telangana,Karimnagar,Kataram APMC
Telangana,Adilabad,Mancharial APMC
Tripura,Dhalai,Gandacharra APMC
Andhra Pradesh,Anantapur,Anantapur APMC
Andhra Pradesh,Nellore,Rapur APMC
Andhra Pradesh,Anantapur,Kalyandurg APMC
Chattisgarh,Mahasamund,Tendukona APMC
Chattisgarh,Raigarh,Sariya APMC
Gujarat,Surat,Vyara(Paati) APMC
Haryana,Fatehabad,Bhuna APMC
Haryana,Fatehabad,Tohana APMC
Haryana,Panipat,Bapauli APMC
Haryana,Jind,Jullana APMC
Haryana,Jind,Uchana APMC
Haryana,Sirsa,Kalawali(Odhan) APMC
Haryana,Karnal,Asandh APMC
Haryana,Kaithal,Pai APMC
Jammu and Kashmir,Srinagar,Parimpore APMC
Karnataka,Dharwad,Hubli (Amaragol) APMC
Karnataka,Kalburgi,Kalburgi APMC
Karnataka,Mangalore(Dakshin Kannad),Sulya APMC
Karnataka,Chikmagalur,Tarikere APMC
Karnataka,Chikmagalur,Koppa APMC
Karnataka,Mysore,Mysore (Bandipalya) APMC
Karnataka,Mysore,Piriya Pattana APMC
Karnataka,Karwar(Uttar Kannad),Siddapur APMC
Karnataka,Shimoga,Sagar(Hosanagara) APMC
Karnataka,Shimoga,Sagar APMC
Karnataka,Mangalore(Dakshin Kannad),Mangalore APMC
Karnataka,Shimoga,Shimoga APMC
Karnataka,Karwar(Uttar Kannad),Kumta APMC
Karnataka,Karwar(Uttar Kannad),Yellapur APMC
Karnataka,Bijapur,Talikot APMC
Karnataka,Bagalkot,Bagalakot APMC
Karnataka,Haveri,Shiggauv APMC
Karnataka,Madikeri(Kodagu),Madikeri APMC
Karnataka,Madikeri(Kodagu),Somvarpet APMC
Karnataka,Tumkur,Tiptur APMC
Karnataka,Tumkur,Huliyar APMC
Karnataka,Shimoga,Sorabha APMC
Karnataka,Belgaum,Gokak APMC
Karnataka,Belgaum,Athani APMC
Karnataka,Dharwad,Kalagategi APMC
Karnataka,Karwar(Uttar Kannad),Mundgod APMC
Karnataka,Chamrajnagar,Kollegal APMC
Karnataka,Tumkur,Gubbi APMC
Karnataka,Kalburgi,Kalburgi  (Jevargi) APMC
Karnataka,Mysore,T. Narasipura APMC
Kerala,Thiruvananthapuram,Balarampuram APMC
Kerala,Idukki,Kattappana APMC
Kerala,Kasargod,Kanjangadu APMC
Kerala,Kasargod,Neeleswaram APMC
Kerala,Pathanamthitta,Pandalam APMC
Kerala,Ernakulam,Aluva APMC
Kerala,Thirssur,Irinjalakkuda APMC
Kerala,Palakad,Vaniyamkulam  VFPCK APMC
Kerala,Malappuram,Kottakkal APMC
Kerala,Malappuram,Kondotty APMC
Kerala,Wayanad,Manathavady APMC
Kerala,Palakad,Pattambi APMC
Kerala,Thiruvananthapuram,Vamanapuram APMC
Kerala,Kottayam,Thalayolaparambu APMC
Kerala,Thiruvananthapuram,Pothencode APMC
Kerala,Malappuram,Manjeri APMC
